611	1444
906	1444
890	1437
496	1428
143	1415
234	1414
949	1414
423	1412
308	1400
240	1398
4	1394
25	1391
310	1390
583	1389
147	1383
834	1371
319	1371
448	1368
265	1359
815	1358
707	1354
41	1353
946	1350
10	1349
335	1343
618	1337
576	1334
58	1329
678	1328
963	1327
749	1327
804	1315
792	1305
504	1296
574	1296
665	1296
649	1292
540	1291
989	1289
578	1289
651	1288
513	1287
125	1285
701	1283
810	1267
991	1267
530	1263
309	1261
784	1257
819	1256
163	1256
860	1255
422	1254
899	1252
37	1249
859	1241
591	1241
718	1237
181	1233
197	1230
573	1229
348	1225
843	1221
207	1214
170	1203
550	1203
94	1201
517	1200
716	1199
600	1191
527	1184
111	1170
900	1165
988	1164
515	1164
104	1158
414	1158
322	1154
378	1149
948	1149
377	1148
394	1145
733	1141
978	1141
357	1141
157	1140
688	1131
941	1125
458	1123
992	1116
554	1113
361	1104
628	1102
567	1101
105	1100
171	1097
5	1093
790	1092
708	1090
468	1089
122	1080
173	1079
126	1075
632	1070
336	1070
490	1066
563	1065
546	1050
710	1043
429	1036
258	1035
928	1033
823	1031
366	1030
201	1029
266	1020
325	1020
428	1020
511	1014
912	1008
608	998
7	997
395	989
922	989
160	986
432	983
277	982
96	975
417	971
484	969
329	964
355	958
558	957
568	956
742	953
838	953
507	950
785	944
108	939
855	938
388	938
640	932
193	925
224	918
118	916
624	915
745	909
44	903
352	902
980	899
629	892
66	888
705	887
347	885
481	885
158	884
268	882
415	876
626	874
858	865
879	865
447	862
203	861
585	856
839	854
831	850
969	847
464	847
712	845
314	845
830	841
95	837
801	835
659	835
642	830
723	828
80	826
622	825
943	821
689	817
474	815
590	814
114	814
318	812
18	811
304	804
456	803
345	801
732	799
595	797
762	792
505	791
759	788
256	785
241	783
406	782
252	780
215	780
633	778
690	778
298	777
212	777
544	772
533	772
938	766
518	759
187	759
842	751
164	744
499	742
672	742
467	742
835	732
117	731
220	717
713	715
711	714
903	711
295	711
136	707
307	702
760	698
155	697
339	694
321	676
82	673
2	673
709	672
926	672
139	670
383	668
492	665
328	663
172	663
719	663
475	663
327	662
262	659
272	659
226	658
278	657
421	655
178	654
263	653
925	652
648	652
188	650
409	648
565	639
905	639
407	634
833	628
794	624
167	624
837	619
249	615
512	610
660	609
525	609
408	607
730	601
0	594
369	591
436	589
557	587
911	586
845	585
300	582
176	582
493	582
645	581
430	580
753	578
174	578
851	577
316	577
528	574
156	572
616	568
364	567
824	563
731	559
647	551
703	544
46	543
828	542
320	540
159	540
852	538
940	536
945	536
53	535
315	533
190	531
3	531
36	528
26	527
128	525
11	525
953	525
909	525
933	523
213	522
216	522
299	522
478	521
194	517
412	516
973	512
934	510
868	510
657	505
771	505
144	505
876	496
896	495
127	492
374	490
98	486
333	482
920	480
397	479
400	478
961	474
520	471
783	468
655	467
459	465
610	464
602	463
777	463
562	462
141	460
849	459
603	458
40	457
15	456
142	454
983	453
455	452
485	449
604	448
531	447
750	446
840	446
396	442
721	441
231	441
514	441
483	439
281	437
311	437
942	436
671	433
453	432
958	426
524	426
764	425
972	425
342	424
180	424
813	422
691	421
209	418
781	417
375	416
270	416
150	410
894	407
677	407
384	406
443	404
371	404
398	403
904	400
751	397
865	396
22	396
612	396
113	394
695	394
685	392
755	392
379	390
588	389
693	387
370	386
553	383
560	382
715	380
539	376
613	373
536	372
225	371
697	370
954	365
358	364
666	363
376	362
261	362
817	360
811	358
435	357
822	356
699	353
652	353
186	348
714	347
289	346
882	346
166	346
681	344
939	342
936	337
537	331
101	329
103	327
131	327
442	326
498	325
901	324
818	323
930	318
889	318
64	318
898	318
67	316
218	316
437	314
696	313
59	312
301	309
806	308
916	306
807	305
88	303
402	302
482	299
601	299
264	296
864	295
124	293
535	293
627	292
230	288
165	286
182	284
881	282
650	281
779	280
799	274
997	272
206	272
977	270
331	270
81	270
596	269
317	266
866	266
444	260
138	257
303	257
679	247
306	246
757	245
670	243
575	240
915	240
556	240
592	239
179	237
698	236
680	236
338	234
86	229
439	225
313	223
267	223
902	222
892	220
734	217
589	214
466	212
89	211
305	210
452	205
286	199
644	197
14	196
743	194
999	193
773	192
24	191
802	187
255	185
609	184
246	183
83	181
247	181
821	179
847	179
47	175
324	173
372	171
931	170
29	170
367	157
927	156
462	155
656	154
891	151
16	149
269	145
702	137
49	137
635	136
979	132
257	132
985	132
476	132
827	130
23	128
222	126
872	122
19	121
42	119
228	118
501	118
545	117
91	116
391	114
56	114
146	113
662	113
191	111
426	111
62	110
856	109
102	109
199	109
330	102
729	102
153	99
273	98
741	98
237	98
244	96
356	96
441	96
508	95
254	94
869	92
787	90
724	86
683	85
135	82
399	82
880	81
503	80
248	79
776	78
990	77
491	77
451	76
965	75
917	72
292	71
152	67
551	67
495	64
951	64
643	63
552	61
293	61
582	61
74	58
202	56
34	56
418	55
382	55
739	55
986	54
287	54
532	54
137	48
767	47
363	47
637	45
20	40
189	39
169	35
465	35
13	35
479	34
994	33
473	33
959	32
726	31
123	28
297	28
431	27
454	22
870	22
877	22
725	17
121	17
282	16
360	15
502	13
850	12
768	12
564	11
245	6
619	6
615	1
